"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500","V501","V502","V503","V504","V505","V506","V507","V508","V509","V510","V511","V512"
14,2,1,1,3,2,1,7,9,6,3,7,3,9,12,5,5,3,2,1,2,1,4,10,7,4,4,12,9,7,4,7,4,5,6,11,15,9,14,23,3,0,6,2,3,2,8,4,4,10,3,5,1,7,4,5,6,11,6,4,12,11,7,8,5,4,5,3,4,11,4,3,2,2,1,4,4,1,3,3,8,5,2,7,1,6,8,2,4,11,6,4,7,2,5,6,5,1,1,2,4,2,2,3,6,12,5,2,1,12,16,6,5,10,2,3,8,2,3,11,5,3,5,5,6,4,4,1,15,14,15,16,6,9,10,10,21,6,1,7,6,10,11,8,2,15,3,6,12,8,1,5,0,4,11,4,8,2,12,5,5,5,1,2,4,12,13,8,4,8,18,14,4,12,8,4,16,22,18,23,8,4,2,16,0,2,8,11,3,16,8,10,7,3,1,4,1,7,7,4,3,1,7,3,4,3,3,2,6,4,8,9,30,14,4,23,2,4,3,2,8,4,1,0,2,4,4,6,7,16,3,4,6,3,10,1,5,4,2,1,3,4,3,2,4,1,11,2,3,4,6,6,4,2,2,5,52,25,25,11,17,12,8,20,30,31,39,15,8,28,32,20,20,41,18,2,59,61,30,10,49,39,62,60,123,39,33,29,20,39,18,8,23,31,8,12,4,6,9,2,9,7,24,6,93,32,15,40,20,23,20,30,33,15,25,85,2,23,38,25,16,9,8,11,14,28,6,4,12,6,24,20,18,21,24,27,3,7,4,5,12,9,11,4,33,28,5,7,13,16,20,10,8,12,5,10,11,15,31,29,7,6,18,5,0,6,14,2,5,0,0,1,9,5,3,1,23,16,15,18,23,34,34,14,5,4,2,9,6,9,4,2,17,3,35,8,13,12,17,2,13,9,7,3,11,7,4,13,9,8,3,3,5,6,1,11,8,24,12,4,5,3,8,6,19,4,5,5,9,6,5,12,20,15,6,6,6,5,1,7,18,7,9,7,26,13,12,1,4,2,5,0,8,4,2,1,0,7,6,3,3,1,12,4,3,2,7,5,10,8,5,3,3,6,2,1,4,4,6,3,7,20,2,7,7,1,2,5,9,6,3,4,5,6,4,7,2,2,10,3,8,5,6,14,15,1,4,8,12,16,11,4
5,0,0,2,0,11,0,5,7,0,1,1,1,3,10,2,1,0,1,4,3,0,0,0,7,0,6,17,5,6,0,9,0,0,0,0,5,1,0,0,1,0,20,5,0,6,0,0,1,0,0,0,0,0,5,0,0,7,0,0,0,1,0,0,1,8,2,1,9,8,0,0,1,0,1,0,1,0,4,0,4,0,0,11,0,0,0,2,0,0,4,0,15,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,11,2,2,0,7,0,0,0,2,0,0,1,5,0,0,0,0,8,4,0,7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,0,0,3,2,2,4,0,2,0,0,0,3,0,0,0,0,0,2,4,6,2,0,0,0,3,7,1,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,2,4,0,0,6,0,0,3,2,0,0,0,6,0,0,0,5,4,1,0,0,1,5,4,10,0,1,0,0,0,7,3,2,3,5,0,0,1,0,0,1,0,5,0,0,7,1,25,0,3,0,0,0,0,6,28,9,15,1,0,0,0,1,5,2,1,3,0,0,2,0,0,5,0,1,3,3,0,0,0,1,0,1,4,0,4,3,0,0,2,0,0,4,1,7,5,3,0,0,0,9,1,0,0,0,0,0,4,8,1,1,2,1,0,0,0,2,2,0,1,0,1,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,0,2,0,0,0,1,0,2,0,0,0,0,6,0,0,7,1,4,1,1,2,4,5,0,2,2,0,7,0,6,0,0,2,0,7,8,0,1,0,1,0,0,0,0,0,3,0,5,5,0,2,0,1,0,5,0,0,0,5,2,3,0,0,0,0,0,4,0,3,4,1,4,0,0,1,0,0,1,1,1,0,0,0,2,0,3,0,0,0,0,3,0,0,1,0,0,8,2,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,2,3,0,3,0,0,1,2,5,0,0,0,1,0,2,11,0,1,0,4,13,2,0,0,0,0,0,0,7,4,6,0,4,4,0,0,0,1,1,0,3,8,2,0,0,10,0,1,0,0,0,5,0
2,3,2,1,0,0,8,11,3,0,0,3,1,0,1,2,3,6,0,0,6,4,11,0,0,3,0,0,0,8,9,0,1,0,0,3,0,0,0,0,0,1,0,2,1,0,6,1,0,0,0,1,1,2,1,0,12,11,0,0,0,0,2,1,4,1,1,6,0,2,4,0,4,2,3,0,1,3,0,11,0,0,0,0,1,0,7,9,0,12,2,1,6,9,1,4,0,2,1,0,0,1,2,6,0,1,0,2,0,0,1,4,3,2,0,6,2,0,5,5,2,1,0,1,6,0,3,0,8,19,0,0,27,16,2,28,2,8,4,0,23,19,3,2,0,25,0,3,0,1,0,0,17,28,6,8,0,0,4,4,2,1,2,0,1,0,1,0,2,3,1,0,1,0,0,1,0,4,3,1,3,0,3,1,2,1,1,2,1,6,1,4,15,3,0,0,1,7,4,9,0,8,16,8,11,1,6,4,0,5,1,2,4,1,3,1,4,3,0,0,2,1,1,2,10,1,0,5,6,1,0,6,0,17,1,0,0,9,0,6,0,2,5,3,5,2,1,5,14,22,81,66,0,0,0,5,4,7,5,1,21,0,2,2,7,1,6,0,0,1,0,22,0,1,0,0,0,4,0,0,0,2,0,0,13,0,8,1,1,9,7,0,6,13,8,24,0,4,2,8,7,0,8,10,12,18,0,3,1,6,8,11,15,9,8,23,1,0,7,0,9,3,13,25,1,62,1,7,0,4,0,6,3,3,3,5,0,1,7,10,13,15,0,1,3,15,4,2,4,4,3,1,0,0,10,6,3,0,5,3,0,2,10,6,0,3,0,0,3,0,4,0,1,3,0,0,0,11,1,3,5,0,2,0,16,0,0,7,9,18,2,2,8,3,0,9,0,1,1,0,1,0,1,3,8,0,0,5,23,6,0,27,0,3,0,0,8,5,1,9,5,6,7,12,0,5,1,13,1,3,1,2,4,1,8,10,3,0,0,7,0,0,9,1,0,2,4,0,28,0,3,0,2,0,5,0,0,5,1,0,0,0,3,10,0,10,4,3,4,1,18,0,6,0,0,3,37,3,18,23,0,1,5,3,0,1,0,0,0,0,1,0,1,3,1,0,2,21,3,0,0,6,9,6,7,8,15,26,21,3,30,46
4,3,2,6,0,3,1,6,4,2,9,1,2,0,2,6,25,3,0,1,0,14,9,7,8,9,0,1,7,2,0,0,3,4,7,5,3,8,17,10,1,5,7,1,0,9,0,0,17,6,0,8,0,1,1,8,6,2,18,3,0,2,5,4,2,1,0,5,1,1,9,4,2,2,3,1,0,6,1,0,2,8,1,4,6,9,2,3,13,0,2,1,6,3,1,7,0,5,4,6,0,14,1,3,2,0,2,1,11,15,15,5,3,18,5,0,0,1,7,2,7,13,18,2,1,4,39,0,2,2,2,0,5,0,12,0,13,8,0,2,0,2,1,4,1,2,1,0,2,2,0,0,3,0,0,1,2,3,4,1,1,0,3,9,0,7,0,1,1,5,1,2,0,6,5,1,4,0,1,11,1,4,2,3,0,2,3,8,22,0,3,0,0,0,2,5,2,5,2,0,2,0,5,0,0,5,2,3,11,2,5,12,2,0,1,0,0,0,2,0,2,1,1,4,5,7,6,1,9,1,24,4,3,3,0,0,5,1,1,5,6,0,1,1,31,0,0,5,1,2,0,7,5,5,0,0,4,1,2,1,4,0,0,1,1,0,14,1,0,12,0,5,1,0,2,12,6,1,3,1,3,8,0,12,2,2,1,13,0,10,2,3,2,0,1,0,6,0,12,1,0,3,0,1,12,2,1,0,6,2,4,2,2,2,0,2,4,1,0,1,1,0,1,0,0,0,0,0,1,9,3,1,2,0,1,0,4,14,0,9,2,0,3,0,7,0,8,8,0,1,0,14,3,8,4,1,5,1,4,0,1,0,1,3,0,0,2,2,5,2,10,0,0,0,6,5,5,1,3,1,1,20,9,3,0,1,4,3,6,8,13,1,1,0,5,22,0,8,27,6,9,2,0,5,4,1,5,1,7,3,5,11,1,10,3,11,30,11,1,0,11,10,0,4,0,1,1,1,4,8,4,0,0,2,12,1,1,0,4,1,8,3,4,0,0,8,1,0,3,1,0,0,0,3,0,1,1,3,5,0,1,1,1,6,2,11,10,4,8,6,4,0,0,17,4,0,6,12,0,0,0,4,11,6,1,4,6,25,0,3,3,1,1,1,10,3,4,6,4,2,8,8,0,0,1,1,1,0,0,9,0,0
15,12,7,6,0,7,19,18,8,4,6,8,2,11,4,10,11,11,5,1,2,5,3,0,3,7,8,0,16,13,1,6,0,8,0,0,8,0,0,3,0,3,10,1,0,3,0,1,0,0,6,3,0,0,8,4,1,1,1,0,4,5,3,0,1,0,5,4,7,16,3,2,4,0,0,0,6,2,1,0,0,2,0,3,3,3,6,2,2,0,0,3,4,0,5,1,15,1,1,0,0,0,4,4,4,1,0,2,3,7,2,4,2,4,17,6,0,0,17,2,3,2,2,3,2,0,1,1,12,3,2,9,1,4,2,5,2,18,10,0,7,1,6,1,4,7,0,3,3,10,0,9,0,12,7,10,2,2,10,2,0,2,0,1,7,2,4,0,18,11,2,4,3,0,14,0,7,0,2,0,3,0,0,2,1,0,1,4,2,0,1,1,1,2,3,3,3,5,1,2,4,1,5,4,1,4,7,2,0,0,2,2,2,5,6,2,3,0,1,2,15,0,1,3,0,1,0,0,1,1,1,6,4,4,0,7,3,1,3,0,3,3,8,6,24,2,9,0,5,1,3,14,2,17,7,5,0,8,6,1,1,1,9,5,3,3,3,1,8,6,1,24,2,2,5,3,7,6,3,3,2,4,3,5,0,1,0,10,6,1,1,1,0,5,11,4,1,4,1,2,7,10,12,15,4,1,0,2,3,2,0,2,1,0,0,6,0,0,8,1,10,5,4,3,8,1,2,1,1,0,5,10,2,0,7,6,2,0,1,7,1,2,1,1,2,4,0,1,5,14,1,3,3,0,1,0,6,7,0,1,1,1,2,0,8,0,1,0,2,3,1,3,0,0,4,1,3,2,0,0,3,4,2,0,2,3,0,3,7,4,0,8,9,15,1,1,3,3,2,3,2,0,11,3,3,1,4,4,3,2,1,0,1,0,2,4,5,15,7,1,9,0,3,6,4,2,5,12,0,0,0,1,9,5,3,2,0,4,3,1,6,1,2,5,1,3,2,4,3,0,5,1,8,1,11,0,0,1,1,1,16,7,3,5,7,4,12,22,5,12,4,4,3,5,8,8,0,11,9,4,5,3,11,9,21,8,1,6,5,7,0,1,4,1,2,3,16,4,8,16,0,1,2,7,7,0,3,7,5,3,6,1
8,15,3,1,0,18,0,2,7,11,1,25,12,0,1,4,7,19,8,10,0,26,2,5,6,1,0,3,1,4,4,15,1,3,13,0,9,5,3,0,14,19,11,3,0,0,3,2,4,13,1,1,3,3,5,1,4,18,0,6,12,21,2,6,4,4,0,4,3,9,9,0,8,0,8,7,3,5,4,6,0,10,0,0,2,2,14,13,2,0,0,2,5,2,14,4,4,4,0,7,3,3,2,3,5,1,3,2,10,3,2,16,2,1,0,9,17,2,8,26,18,3,2,13,6,9,10,8,4,4,2,2,2,2,0,7,3,1,2,8,0,4,5,8,0,3,9,5,8,0,4,4,1,5,0,1,0,4,8,1,0,23,27,3,10,19,28,3,8,7,0,4,17,15,5,10,17,8,1,3,34,13,4,1,6,7,11,9,3,20,0,9,8,17,21,8,9,25,11,1,1,10,17,5,25,2,2,4,24,5,3,0,27,0,5,11,0,3,9,5,12,47,0,3,4,12,25,0,3,2,4,3,7,13,41,53,18,9,2,3,3,1,6,44,18,3,0,8,24,12,11,2,10,19,8,0,0,0,1,6,0,5,1,2,2,1,0,14,0,2,7,4,1,2,0,5,0,3,2,1,4,5,0,0,2,0,0,5,2,2,5,5,2,3,1,0,10,0,2,12,4,4,0,7,7,2,2,4,6,4,4,13,0,1,2,3,1,0,2,0,1,4,5,2,11,12,0,9,19,4,2,0,0,11,2,0,16,0,0,0,12,12,20,0,4,5,0,4,0,3,13,0,5,22,11,1,6,3,1,2,0,3,8,0,0,0,7,8,12,2,1,5,3,2,2,0,7,6,0,4,13,2,1,1,14,4,6,0,6,0,0,10,0,1,0,5,2,0,2,4,1,2,0,5,5,2,2,2,7,0,4,2,13,3,6,0,9,2,2,16,1,6,0,0,17,4,13,6,9,0,3,14,1,1,0,1,18,2,21,17,1,0,9,1,0,6,0,2,7,2,2,1,5,7,3,15,11,5,2,5,4,2,5,23,22,3,15,11,13,1,12,0,3,6,11,0,4,5,14,9,17,0,8,32,13,1,0,9,14,18,10,14,20,24,2,20,1,0,1,12,19,13,0,22,2,10,11,3,1,3,6,2
21,11,14,14,9,11,13,33,20,21,8,12,6,14,18,5,19,24,1,14,7,2,3,14,8,16,16,16,17,3,18,8,1,8,19,4,5,4,2,2,4,11,5,3,1,1,7,2,3,12,8,7,4,11,18,7,11,15,9,5,9,9,0,9,22,5,10,25,14,29,26,13,14,6,7,14,13,11,4,11,11,8,9,18,7,6,2,11,21,16,4,7,17,13,2,15,13,6,12,5,10,11,1,8,7,19,7,12,7,19,28,27,13,11,8,5,19,8,17,4,15,13,8,14,16,4,15,6,6,15,6,10,18,19,13,8,7,21,9,5,2,13,3,7,16,14,2,12,3,8,5,8,11,5,14,20,5,7,18,5,12,14,14,13,6,10,10,6,10,14,12,12,5,13,9,9,12,5,4,7,10,10,4,12,5,11,9,9,14,4,15,8,13,6,5,0,6,10,18,13,9,6,29,35,14,9,5,9,7,10,17,10,26,29,13,18,5,10,12,6,5,11,22,6,18,8,2,4,14,5,3,12,4,15,5,21,2,25,9,19,15,15,16,16,30,28,32,49,8,7,15,24,33,29,14,38,8,12,15,9,13,13,11,21,9,5,44,13,14,17,13,22,9,13,5,7,20,22,7,17,15,11,10,16,21,9,11,7,9,16,4,8,17,3,16,11,10,14,12,10,24,12,15,16,15,16,25,7,18,4,24,1,16,9,10,19,4,2,12,5,14,18,8,14,21,20,15,12,25,13,13,11,26,13,12,6,9,20,8,16,9,19,5,6,17,14,5,6,9,23,10,17,9,22,17,2,13,21,6,29,23,28,11,8,0,8,24,18,7,15,13,2,7,10,29,7,32,29,11,14,22,18,9,5,2,4,3,2,5,2,5,6,3,7,8,6,1,5,2,2,12,9,14,16,5,8,4,8,12,7,5,5,3,4,6,14,25,46,29,7,11,16,7,7,14,7,10,14,16,11,14,13,24,17,11,8,8,8,3,2,13,6,6,9,6,12,8,10,6,3,5,2,10,2,6,8,5,4,6,3,3,2,3,10,11,6,13,38,2,16,12,13,11,17,13,5,18,6,8,14,8,12,4,9,11,8,17,18,10,12,14,8,8,3,7,10,13,7,12,30,11,0,4,6,7,2,4,9,15,5,8,4
2,5,0,0,1,0,1,0,11,3,3,7,0,3,0,0,5,0,0,2,0,2,1,4,1,1,0,1,1,0,0,1,0,0,2,0,0,4,1,3,0,8,0,0,5,1,0,3,1,1,0,1,1,0,1,2,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,3,1,0,0,0,0,3,2,2,0,0,5,5,0,3,15,3,0,0,0,2,5,3,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,2,0,3,0,4,0,0,1,0,0,0,1,0,3,0,1,3,1,0,0,0,0,1,3,2,0,0,4,3,0,2,0,4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,4,1,2,0,0,4,5,0,1,1,1,1,1,1,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,6,0,1,3,0,16,2,3,3,0,6,2,6,1,3,4,0,5,0,7,1,5,1,0,2,3,13,5,4,0,0,0,0,0,2,2,0,0,2,6,0,0,0,0,0,0,3,2,0,0,0,4,0,4,0,0,5,1,0,0,3,0,1,3,7,0,5,3,2,1,6,22,0,3,1,1,0,0,0,1,1,1,1,0,0,11,0,2,0,2,1,1,0,17,0,6,0,1,0,0,0,0,2,2,0,2,1,1,0,1,3,0,0,0,2,6,0,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,5,0,0,0,2,4,3,6,4,3,0,0,0,0,2,0,0,0,0,1,5,0,3,2,0,1,1,4,5,2,0,0,0,0,4,2,0,0,0,2,1,4,3,4,7,8,0,4,0,3,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3,0,0,0,2,2,0,1,1,0,1,3,0,2,2,0,1,0,2,1,0,1,0,0,0,5,4,10,1,0,1,2,3,2,2,1,0,1,0,3,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,14,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,5,4,1,18,1,0,0,0,2,16,36,1,0,0,0,0,6,1,23,0,0,2,1,3,0,0,1,8,0,0,0,0,5,3,0,29,0,2,7,0,107,0,0,6,21,16,4,0,6,19,157,9,39,43,0,0,0,17,6,0,16,0,0,0,0,7,0,5,0,1,0,1,50,10,0,0,26,13,0,3,0,0,1,86,7,16,0,0,0,0,0,0,2,0,6,0,0,1,90,0,0,6,0,6,0,7,0,6,0,0,6,0,3,0,0,0,14,49,0,1,0,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,3,0,1,0,0,0,0,0,2,2,0,2,14,0,8,0,0,0,9,0,0,0,0,16,0,0,0,0,0,2,26,1,14,0,5,0,0,0,12,18,0,0,2,1,0,0,0,7,9,0,0,9,0,0,48,24,29,2,1,0,0,0,1,11,0,0,9,1,2,39,26,0,4,0,0,13,8,0,8,0,31,8,0,5,3,0,142,26,31,0,0,24,11,0,12,25,7,0,2,0,12,68,5,0,1,2,0,0,0,0,0,1,6,0,0,0,0,0,5,0,0,1,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,3,2,2,0,0,1,0,0,10,0,0,2,0,2,2,0,0,0,0,0,1,1,0,0,11,1,0,3,0,2,24,1,10,2,2,3,0,1,0,0,2,0,1,0,0,1,0,1,2,0,0,0,1,2,0,0,26,1,1,1,0,6,0,0,0,0,0,0,8,0,36,0,0,0,1,1,0,0,4,0,0,0,1,1,2,0,1,0,0,0,29,0,1,20,2,0,0,0,10,1,0,0,0,94,0,1,0,3,17,0,0,20,0,5,0,0,8,17,13,44,0,0,0,3,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,12,25,0,5,3,0,0,8,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,6
2,0,2,1,2,1,0,2,3,3,1,4,3,3,3,8,39,70,54,14,24,22,7,14,5,4,1,5,1,1,1,4,5,1,2,3,5,3,6,12,6,13,10,4,2,1,2,1,4,0,1,4,0,0,2,2,11,6,2,1,1,2,7,2,6,1,5,50,24,67,7,9,2,0,0,1,12,2,19,14,9,12,10,5,2,4,2,2,8,13,2,3,9,2,69,47,39,5,8,46,13,35,2,7,47,59,9,1,4,4,9,4,2,3,6,8,3,0,4,7,6,1,6,11,80,82,531,52,3,4,2,3,5,4,11,12,21,36,14,26,32,69,65,27,0,7,0,9,0,6,0,1,6,5,21,3,7,24,7,18,71,11,163,13,11,35,8,13,21,18,19,17,12,32,3,14,57,51,3,156,52,4,5,4,53,138,148,91,11,112,54,57,128,19,32,32,50,62,31,28,3,34,17,26,33,37,10,0,5,1,3,10,38,11,10,22,8,23,20,2,16,19,3,5,1,0,1,4,9,7,3,12,24,28,64,5,23,34,6,10,8,8,5,8,2,3,5,2,2,3,2,2,0,2,6,3,30,16,11,101,32,7,13,2,8,8,13,44,12,9,23,2,158,29,21,256,123,20,23,98,33,22,42,77,9,73,38,30,6,8,8,2,18,27,16,21,21,30,7,11,10,25,58,24,13,15,1,8,1,4,25,51,49,10,38,57,0,12,13,13,17,3,69,76,45,52,46,19,320,171,379,106,3,59,50,26,5,14,6,7,16,14,42,39,32,23,8,0,5,6,3,7,8,14,7,4,6,12,7,20,6,32,4,2,3,16,17,2,5,3,4,3,8,15,4,0,4,5,2,2,17,4,1,1,42,28,101,276,7,36,11,3,10,5,49,16,27,28,13,1,11,2,1,1,41,36,10,18,30,40,9,2,116,49,16,114,10,21,72,64,13,6,10,23,21,18,4,10,5,5,0,12,66,39,120,44,18,10,4,14,173,16,151,94,56,79,19,31,1,1,5,13,7,10,19,11,2,3,2,18,6,5,2,15,45,3,76,98,38,44,14,5,4,10,31,6,79,26,17,28,12,13,1,3,9,8,2,7,39,107,9,11,11,37,19,25,12,4,43,29,16,1,4,56,3,0,0,6,6,1,16,2
15,25,25,29,17,11,35,15,32,38,5,25,44,30,38,22,23,16,2,1,15,6,5,8,22,49,15,25,36,64,16,34,14,22,38,59,61,38,65,91,18,77,9,26,24,197,30,71,142,190,61,34,15,57,21,21,19,4,55,36,11,29,32,76,4,3,7,6,4,13,39,40,42,10,6,8,5,20,1,8,7,11,8,11,2,6,4,2,9,5,4,3,2,1,4,7,6,1,2,10,5,3,12,9,21,13,41,19,27,63,67,19,547,187,341,94,46,58,72,116,21,55,8,41,17,4,11,4,99,65,152,112,34,58,67,57,60,35,11,16,17,87,75,41,44,142,18,17,19,22,19,59,34,32,58,43,13,22,52,72,5,23,4,2,13,7,16,19,20,10,21,61,15,0,29,23,10,2,9,4,9,1,11,11,2,3,3,2,7,4,3,2,5,17,16,23,8,11,18,26,9,5,24,28,39,20,40,38,6,9,5,6,1,2,7,2,2,4,4,2,4,0,1,6,8,3,5,1,5,2,4,2,5,24,6,2,5,2,3,3,38,5,18,12,25,31,67,53,19,17,43,47,30,40,6,13,21,25,20,20,4,2,16,13,16,11,16,4,2,16,4,6,14,13,21,17,19,9,10,7,13,40,46,18,18,12,37,29,11,47,22,12,14,6,15,24,3,3,12,8,9,13,3,3,31,14,24,38,17,15,50,17,5,22,14,10,3,17,24,14,7,10,9,5,5,3,7,1,6,6,5,14,1,1,8,0,3,8,4,6,3,2,4,0,6,11,6,9,3,15,6,7,14,7,9,6,24,10,3,6,4,5,13,6,8,21,6,3,15,9,4,11,6,5,12,5,26,17,20,19,11,4,8,1,7,16,12,6,18,29,39,16,65,87,42,15,40,53,60,33,56,38,33,63,70,58,20,50,74,65,49,58,12,8,25,22,46,26,3,5,10,10,14,29,19,38,11,3,22,7,9,11,9,10,4,3,7,10,7,4,13,24,18,27,23,35,37,20,5,2,4,5,23,20,9,10,4,5,9,1,3,4,7,7,6,3,3,4,11,6,7,1,6,8,8,9,18,19,6,9,26,24,22,11,22,5,3,14,4,6,0,1,4,6,14,3,15,5,2,4,6,13,14,4,22,7,39,66,22,15,60,70
