Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Receptor-Mediated Virion Attachment To Host Cell (GO:0046813),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
rDNA Heterochromatin Formation (GO:0000183),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Negative Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042985),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Negative Regulation Of Protein Localization To Chromatin (GO:0120186),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Positive Regulation Of Mitochondrial Membrane Potential (GO:0010918),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Protein Import (GO:0017038),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Negative Regulation Of Cell-Cell Adhesion (GO:0022408),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Regulation Of Neuron Apoptotic Process (GO:0043523),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Intracellular Phosphate Ion Homeostasis (GO:0030643),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Translational Elongation (GO:0006414),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
G-quadruplex DNA Unwinding (GO:0044806),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Myofibril Assembly (GO:0030239),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.7233942722952652
Lymphoid Progenitor Cell Differentiation (GO:0002320),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Noradrenergic Neuron Differentiation (GO:0003357),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Positive Regulation Of Lymphocyte Apoptotic Process (GO:0070230),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Positive Regulation Of Multicellular Organism Growth (GO:0040018),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
protein-DNA Covalent Cross-Linking Repair (GO:0106300),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Regulation Of Cellular Response To Insulin Stimulus (GO:1900076),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Nucleotide Catabolic Process (GO:0009166),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Ureter Development (GO:0072189),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.6593531280815934
Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.556652912742583
RNA Processing (GO:0006396),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.0180592738090375
Regulation Of Metallopeptidase Activity (GO:1905048),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.1248248121933972
Cardiac Ventricle Morphogenesis (GO:0003208),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.5782708238704584
Cellular Response To Type I Interferon (GO:0071357),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.5105202221584255
Type I Interferon-Mediated Signaling Pathway (GO:0060337),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.5105202221584255
Fructose Metabolic Process (GO:0006000),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.4241424045465394
Negative Regulation Of Mitochondrion Organization (GO:0010823),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.3663722295697449
Response To Hydrogen Peroxide (GO:0042542),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.24129077085016126,0.315587644547276
Interferon-Mediated Signaling Pathway (GO:0140888),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2366632205543601,0.24155426644573508,0.6593531280815934
Positive Regulation Of ATP Biosynthetic Process (GO:2001171),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Plasminogen Activation (GO:0031639),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Cellular Response To Oxidative Stress (GO:0034599),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6980333411470989
Positive Regulation Of Cell Death (GO:0010942),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Negative Regulation Of Cell Projection Organization (GO:0031345),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Response To Endoplasmic Reticulum Stress (GO:0034976),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.4241424045465394
Vitamin K Metabolic Process (GO:0042373),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.4474848022536893
Response To Misfolded Protein (GO:0051788),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Positive Regulation Of Adaptive Immune Response (GO:0002821),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
T Cell Mediated Cytotoxicity (GO:0001913),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Nucleic Acid Transport (GO:0050657),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Adult Heart Development (GO:0007512),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Regulation Of Macrophage Migration (GO:1905521),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Negative Regulation Of Glycoprotein Biosynthetic Process (GO:0010561),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Regulation Of miRNA Metabolic Process (GO:2000628),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Cyclooxygenase Pathway (GO:0019371),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Response To Vitamin D (GO:0033280),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Regulation Of DNA Methylation (GO:0044030),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Response To Vitamin (GO:0033273),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Negative Regulation Of Membrane Potential (GO:0045837),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.236724376338909,0.24163980453284237,0.6593531280815934
Protein Homotetramerization (GO:0051289),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.7596107763499571
Mitral Valve Morphogenesis (GO:0003183),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Cellular Response To Purine-Containing Compound (GO:0071415),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Negative Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000048),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Negative Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042532),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Endodermal Cell Fate Commitment (GO:0001711),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Regulation Of Protein Localization To Chromatin (GO:1905634),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Regulation Of PERK-mediated Unfolded Protein Response (GO:1903897),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.484577512749614
Regulation Of Histone Methylation (GO:0031060),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Quinone Metabolic Process (GO:1901661),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.484577512749614
Negative Regulation Of Transcription By RNA Polymerase I (GO:0016479),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.484577512749614
Regulation Of Tau-Protein Kinase Activity (GO:1902947),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.484577512749614
ER-associated Misfolded Protein Catabolic Process (GO:0071712),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.484577512749614
Positive Regulation Of ATP Metabolic Process (GO:1903580),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Nucleosome Assembly (GO:0006334),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.7645072413143242
Negative Regulation Of Neuron Projection Development (GO:0010977),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.7645072413143242
Regulation Of Long-Term Synaptic Depression (GO:1900452),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Positive Regulation Of T Cell Apoptotic Process (GO:0070234),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
"Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000561)",0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2376226962623058,0.24181946851752173,0.6593531280815934
Positive Regulation Of Cellular Metabolic Process (GO:0031325),0.2370914379365691,0.245658214849648,0.2503039514684358,0.2384210420706499,0.2381782407002967,0.24193057740511986,0.5246273851264041
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),0.2630336609440732,0.245658214849648,0.2503039514684358,0.2257119436689534,0.2302718081670826,0.24299591581963859,0.4474848022536893
Regulation Of Cell Death (GO:0010941),0.2370914379365691,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24303056313538746,0.6678907590769687
protein-DNA Complex Assembly (GO:0065004),0.2370914379365691,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24303056313538746,0.6678907590769687
Response To Organic Cyclic Compound (GO:0014070),0.2370914379365691,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24303056313538746,0.4226010356907615
Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333),0.2370914379365691,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24303056313538746,0.6593531280815934
Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090309),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.6593531280815934
Positive Regulation Of Bone Resorption (GO:0045780),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.6593531280815934
Negative Regulation Of Oxidoreductase Activity (GO:0051354),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.6593531280815934
Columnar/Cuboidal Epithelial Cell Differentiation (GO:0002065),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.6593531280815934
Positive Regulation Of Protein Depolymerization (GO:1901881),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.6593531280815934
Surfactant Homeostasis (GO:0043129),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.5105202221584255
Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034135),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.5105202221584255
Positive Regulation Of Phospholipid Transport (GO:2001140),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.6593531280815934
Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042984),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.6593531280815934
Removal Of Superoxide Radicals (GO:0019430),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.6593531280815934
Regulation Of Low-Density Lipoprotein Particle Clearance (GO:0010988),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.6593531280815934
Atrial Septum Morphogenesis (GO:0060413),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.6593531280815934
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Endoplasmic Reticulum Stress (GO:1990440),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.5105202221584255
Muscle Filament Sliding (GO:0030049),0.2380417442982066,0.2468588371408469,0.2523539385158002,0.2406703613834244,0.2381782407002967,0.24322062440771494,0.5105202221584255
Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),0.2516282896471717,0.2655626450053571,0.2697931844296941,0.2560710971942112,0.1745687635599952,0.24352479596728585,0.6593531280815934
Maintenance Of Blood-Brain Barrier (GO:0035633),0.3052461775793906,0.3152600402986634,0.221069564964947,0.1885600301324227,0.1944966081648975,0.24492648422806423,0.4241424045465394
Ubiquitin-Dependent ERAD Pathway (GO:0030433),0.2565320536982049,0.2661838137154758,0.2697931844296941,0.2595832203212193,0.177947857923423,0.2460080260176034,0.4086947820783818
Positive Regulation Of Cell Migration (GO:0030335),0.2630336609440732,0.245658214849648,0.2503039514684358,0.2380545074196623,0.236724376338909,0.24675494220414568,0.6593531280815934
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),0.2803547520208039,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.2499434336670082,0.6593531280815934
Positive Regulation Of Protein Maturation (GO:1903319),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.6623396613508814
Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070861),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.5525222419285132
Regulation Of T Cell Apoptotic Process (GO:0070232),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.6623396613508814
Cellular Response To Superoxide (GO:0071451),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.6623396613508814
Cellular Response To Thyroid Hormone Stimulus (GO:0097067),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.3227291910666023
Regulation Of Phospholipase C Activity (GO:1900274),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.6623396613508814
Negative Regulation Of Microtubule Polymerization (GO:0031115),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.5525222419285132
Positive Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070863),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.5525222419285132
Macrophage Chemotaxis (GO:0048246),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.6623396613508814
Maintenance Of Protein Localization In Endoplasmic Reticulum (GO:0035437),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.6623396613508814
Positive Regulation Of Lipid Transport (GO:0032370),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.6623396613508814
Central Nervous System Myelination (GO:0022010),0.2472957913841276,0.252273851131702,0.2602349500980565,0.2477566126351718,0.2468827831180634,0.25088879767342426,0.6623396613508814
Negative Regulation Of Cellular Process (GO:0048523),0.2472957913841276,0.264394759002399,0.2697931844296941,0.2380545074196623,0.2353457425764912,0.2509767969624749,0.522497006124799
Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),0.2103157593053333,0.2718881915021393,0.2735826024520059,0.2639390407271239,0.236724376338909,0.2512899940651023,0.6593531280815934
Positive Regulation Of Phospholipase Activity (GO:0010518),0.2708308744723539,0.2837917268011345,0.2849653983860896,0.27085867670267,0.1484703582430493,0.2517834069210595,0.4474848022536893
Supramolecular Fiber Organization (GO:0097435),0.2380417442982066,0.2544022030139322,0.26397543620966,0.2493372105049229,0.253854916493796,0.25192230210410355,0.6593531280815934
Circulatory System Development (GO:0072359),0.3385949130707377,0.2468588371408469,0.2529917494107279,0.1751379974366107,0.2468827831180634,0.25209325603539734,0.7293731172115524
Positive Regulation Of Wnt Signaling Pathway (GO:0030177),0.2984760069385212,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.2535676846505517,0.6593531280815934
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),0.2472957913841276,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25390301056246123,0.4474848022536893
Regulation Of Protein Localization (GO:0032880),0.534857362045581,0.1246596033689302,0.2503039514684358,0.2380545074196623,0.1216541608610968,0.25390591703274124,0.4241424045465394
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),0.2971732642757096,0.245658214849648,0.2503039514684358,0.2406703613834244,0.2381782407002967,0.25439680653550295,0.6593531280815934
Ventricular Septum Morphogenesis (GO:0060412),0.2984760069385212,0.309989154905667,0.3110734182112096,0.1751379974366107,0.177947857923423,0.2545248870830863,0.6019319011913519
Small GTPase Mediated Signal Transduction (GO:0007264),0.3020414234717233,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2366632205543601,0.2545442635527659,0.6786842505676554
Negative Regulation Of Locomotion (GO:0040013),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Macrophage Migration (GO:1905517),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Actin-Myosin Filament Sliding (GO:0033275),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.5782708238704584
"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)",0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Spinal Cord Development (GO:0021510),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.5782708238704584
Positive Regulation Of Ruffle Assembly (GO:1900029),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Steroid Catabolic Process (GO:0006706),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Positive Regulation Of Cellular Extravasation (GO:0002693),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Defense Response To Tumor Cell (GO:0002357),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Cardiac Right Ventricle Morphogenesis (GO:0003215),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Response To Thyroid Hormone (GO:0097066),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.3386036590903055
Primary miRNA Processing (GO:0031053),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Phosphate Ion Homeostasis (GO:0055062),0.2516282896471717,0.2575973806580267,0.26397543620966,0.2493372105049229,0.2513092340555687,0.25476951021507,0.6678907590769687
Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),0.294762129566403,0.3079634465873495,0.1991627891166095,0.2977338346649303,0.1745687635599952,0.2548381926990575,0.6593531280815934
Response To Reactive Oxygen Species (GO:0000302),0.2502836084556533,0.2575973806580267,0.26397543620966,0.2493372105049229,0.253854916493796,0.2550097104644118,0.4474848022536893
Chaperone-Mediated Protein Complex Assembly (GO:0051131),0.2745141273042579,0.2878968710561396,0.2904893373492687,0.2765303133217858,0.1488055973319645,0.2556472492726833,0.6593531280815934
Protein Transport (GO:0015031),0.294762129566403,0.252273851131702,0.2602349500980565,0.2361679508434797,0.2353457425764912,0.2557569248432265,0.2696992464089582
Positive Regulation Of Heterochromatin Formation (GO:0031453),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6786842505676554
Response To Nerve Growth Factor (GO:1990089),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6786842505676554
Positive Regulation Of T Cell Receptor Signaling Pathway (GO:0050862),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6786842505676554
Chondroitin Sulfate Biosynthetic Process (GO:0030206),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6064936075172899
Suppression Of Viral Release By Host (GO:0044790),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6786842505676554
Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903894),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.3557674703168306
Positive Regulation Of Type 2 Immune Response (GO:0002830),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6064936075172899
Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.3557674703168306
Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6064936075172899
Positive Regulation Of Protein Deacetylation (GO:0090312),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6064936075172899
Regulation Of Leukocyte Migration (GO:0002685),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6786842505676554
Positive Regulation Of Histone Deacetylation (GO:0031065),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6064936075172899
Cellular Response To Arsenic-Containing Substance (GO:0071243),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6064936075172899
Cytoplasmic Sequestering Of Transcription Factor (GO:0042994),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6786842505676554
Negative Regulation Of Myoblast Differentiation (GO:0045662),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6786842505676554
Regulation Of Oxidoreductase Activity (GO:0051341),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.253854916493796,0.25608803020914656,0.6064936075172899
Regulation Of Endopeptidase Activity (GO:0052548),0.2516282896471717,0.2600477409514843,0.2649396075491865,0.2499695964040942,0.2572551210036605,0.25676807111111943,0.7143195289416082
Regulation Of Histone Deacetylation (GO:0031063),0.2745141273042579,0.2878968710561396,0.2904893373492687,0.1468968846638165,0.2846468299991079,0.25688881007451814,0.484577512749614
