Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Regulation Of Macromolecule Metabolic Process (GO:0060255),0.2444024045664082,0.1194727823958174,0.1985680021863861,0.2589979257632418,0.2608084982336051,0.21644992262909168,0.7741162389860714
Regulation Of Histamine Secretion By Mast Cell (GO:1903593),0.2582045096571445,0.2509922591865688,0.0490400100108667,0.2633799057899627,0.2620675283378309,0.21673684259647472,0.2016054613384853
Positive Regulation Of Transferase Activity (GO:0051347),0.1981064017920461,0.1815172962063218,0.2849877597564428,0.2114089649163533,0.2086863831740483,0.2169413611690425,0.00033911953745844654
Apical Junction Assembly (GO:0043297),0.1741523177327832,0.1657376958886049,0.233370759142614,0.3436941408341596,0.1816665543931923,0.21972429359827078,0.3447430425216609
Sulfur Compound Transport (GO:0072348),0.1632623666436034,0.1598137005756977,0.2091447002978271,0.1715793584500873,0.3960715924165138,0.21997434367674584,0.9096456028770848
Organonitrogen Compound Catabolic Process (GO:1901565),0.1255948882364044,0.2586020164658617,0.3137720815926903,0.1345694642935705,0.270933788595159,0.2206944478367372,0.2510172235723321
Regulation Of Lipid Storage (GO:0010883),0.1632623666436034,0.1598137005756977,0.2091447002978271,0.4056981934169505,0.1666962821951851,0.2209230486258528,0.9999975905668662
Lipid Catabolic Process (GO:0016042),0.1632623666436034,0.1598137005756977,0.2091447002978271,0.4056981934169505,0.1666962821951851,0.2209230486258528,0.9999975905668662
Regulation Of Intracellular Transport (GO:0032386),0.0982666652586,0.0956665592121667,0.1335279104330578,0.5204192568060361,0.2730499195280258,0.2241860622475773,0.1112910204210404
Positive Regulation Of Monooxygenase Activity (GO:0032770),0.2117642939233038,0.2014242634799015,0.2678154888710213,0.2208232440259357,0.2193436175729185,0.22423418157461614,0.9999975905668662
Regulation Of Inflammatory Response (GO:0050727),0.1943113348625643,0.2601964621920627,0.1723027165124237,0.3919710159308848,0.1064081493538158,0.22503793577035025,0.9999975905668662
Response To Estrogen (GO:0043627),0.2582045096571445,0.2509922591865688,0.1062184135535686,0.4943740871167019,0.022210763857709,0.22640000667433857,0.4630559139068345
Supramolecular Fiber Organization (GO:0097435),0.1428804643277062,0.13048339629726,0.1393796973753748,0.4148375163874555,0.3054151694226802,0.2265992487620953,0.8693419540375577
Negative Regulation Of Wnt Signaling Pathway (GO:0030178),0.188649848912159,0.2729037015523408,0.2742389125183257,0.2021823438839985,0.1976238662369205,0.2271197346207489,0.00015122315958620975
Cytoskeleton-Dependent Intracellular Transport (GO:0030705),0.3986044283886762,0.1657376958886049,0.2195221401903448,0.1813827911607441,0.176098265894762,0.2282690643046264,0.4748886252250558
Positive Regulation Of Defense Response (GO:0031349),0.1412231081384415,0.2509922591865688,0.2091447002978271,0.3989932410111697,0.1462747501830799,0.2293256117634174,0.9999975905668662
Folic Acid Transport (GO:0015884),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.0457537441906587,0.270933788595159,0.22950157759236464,0.7775950310171005
Negative Regulation Of Muscle Cell Differentiation (GO:0051148),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.0448391536114292,0.22956205422245538,0.7775950310171005
Fructose Metabolic Process (GO:0006000),0.0406031106242752,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.22970033386200578,0.4368091315278222
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),0.172397282993883,0.1657376958886049,0.2195221401903448,0.4148375163874555,0.176098265894762,0.22971858027101005,0.9967595229812664
Positive Regulation Of Biosynthetic Process (GO:0009891),0.287734671541661,0.2729037015523408,0.3280254012974909,0.1345694642935705,0.1262213030838732,0.22989090835378728,0.403047842549939
Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876),0.2721745155370648,0.1317738349154762,0.3229547986994197,0.2779706939243566,0.1457163437665687,0.23011803736857717,0.0015485787824334
Nucleocytoplasmic Transport (GO:0006913),0.1530977594657682,0.1474017777029702,0.2091447002978271,0.3244348193962048,0.3175761676142172,0.23033104489539752,7.133233567115129e-05
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),0.2582045096571445,0.2509922591865688,0.3062119912998911,0.0851709901855007,0.2620675283378309,0.23252945573338718,0.9999975905668662
Negative Regulation Of Cellular Senescence (GO:2000773),0.1272822628872113,0.1262545137139972,0.1637960229067851,0.3808439921864276,0.370111430380088,0.23365764441490183,0.1011446330380207
Sequestering Of Actin Monomers (GO:0042989),0.2721745155370648,0.2612766391530985,0.3137720815926903,0.052655957969185,0.2730499195280258,0.23458582275601286,0.9999975905668662
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),0.2203290247074932,0.2068200527102025,0.2849877597564428,0.2341168564868927,0.2333301592123477,0.2359167705746758,0.6143840871403287
Embryonic Digestive Tract Morphogenesis (GO:0048557),0.2721745155370648,0.0448693130762876,0.3137720815926903,0.2779706939243566,0.2730499195280258,0.23636730473168505,0.6717233541232421
Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901028),0.1362881050007497,0.3609523034129283,0.1741418502166877,0.1403361294260832,0.3727038662668838,0.23688445086466653,0.1855147168912652
Proteolysis (GO:0006508),0.2582045096571445,0.2403900231712256,0.3220808121654139,0.2672866169383725,0.0973513057016559,0.2370626535267625,0.9999975905668662
Positive Regulation Of Cell Population Proliferation (GO:0008284),0.2385713219556938,0.1317738349154762,0.27500550036592,0.1702848824452135,0.3716645268032574,0.23746001329711217,0.6717233541232421
Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202),0.1824625829206546,0.1735994528105207,0.2303504893801401,0.1924172477083722,0.4156230036412761,0.23889055529219272,0.6143840871403287
Negative Regulation Of Neuron Apoptotic Process (GO:0043524),0.2582045096571445,0.2509922591865688,0.1607164200519658,0.2633799057899627,0.2622152867950794,0.2391016762961442,0.4630559139068345
Negative Regulation Of Protein Kinase B Signaling (GO:0051898),0.0903095101863077,0.258035827341591,0.3065166744365166,0.272150762324842,0.270933788595159,0.23958931257688326,0.5187705656915458
Protein Stabilization (GO:0050821),0.1272822628872113,0.2259158316130106,0.2045404118636206,0.3252792658926175,0.3188329319843054,0.2403701408481531,9.321624255353385e-09
Amino Acid Transmembrane Transport (GO:0003333),0.1176582601205651,0.1126587050169422,0.5674886412635862,0.2911733364733595,0.1153209661142346,0.24085998179773757,0.4974846444622685
Positive Regulation Of Protein Metabolic Process (GO:0051247),0.2117642939233038,0.3897376977469221,0.0829434066047174,0.2319365211041906,0.2956520235018117,0.24240678857618914,0.0006520584621605593
Golgi To Plasma Membrane Protein Transport (GO:0043001),0.229942864422207,0.2212531827479354,0.2849877597564428,0.2430914399451435,0.2395014113556583,0.24375533164547739,0.0155781767169292
Protein Insertion Into Mitochondrial Membrane (GO:0051204),0.229942864422207,0.2212531827479354,0.2849877597564428,0.2430914399451435,0.2395014113556583,0.24375533164547739,0.1953334765306826
Protein Depolymerization (GO:0051261),0.229942864422207,0.2212531827479354,0.2849877597564428,0.2430914399451435,0.2395014113556583,0.24375533164547739,0.0461227777389374
Regulation Of Nitric-Oxide Synthase Activity (GO:0050999),0.229942864422207,0.2212531827479354,0.2849877597564428,0.2430914399451435,0.2395014113556583,0.24375533164547739,0.9369591190932004
Regulation Of Protein Targeting To Membrane (GO:0090313),0.229942864422207,0.2212531827479354,0.2849877597564428,0.2430914399451435,0.2395014113556583,0.24375533164547739,0.3025451094251039
Negative Regulation Of Multicellular Organismal Process (GO:0051241),0.2660063474102529,0.254302761839321,0.3280254012974909,0.2779706939243566,0.0946693902292289,0.24419491894013007,0.0191473449980151
Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),0.229942864422207,0.500925565562192,0.2884144188976126,0.1055777019793476,0.0973513057016559,0.24444237131260302,3.5346699162203245e-07
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),0.100517546535875,0.2601964621920627,0.3137720815926903,0.2779706939243566,0.2730499195280258,0.24510134075460205,0.1575781497572575
Mesenchymal To Epithelial Transition (GO:0060231),0.2847474924034427,0.2729037015523408,0.3220808121654139,0.2911733364733595,0.0560213111932545,0.24538533075756233,0.853167761408347
Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033632),0.2847474924034427,0.2729037015523408,0.3220808121654139,0.2911733364733595,0.0560213111932545,0.24538533075756233,0.853167761408347
Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),0.2010068865108383,0.3391190420995849,0.2716586824347593,0.2140704638613847,0.2113460500895152,0.24744022499921647,0.9999975905668662
Translation (GO:0006412),0.093554711883773,0.0839221215160379,0.0090897518433041,0.3835030231841633,0.6756562252108568,0.24914516672762704,8.100327920774544e-17
Alpha-Amino Acid Metabolic Process (GO:1901605),0.2385713219556938,0.2290351806121144,0.2849877597564428,0.2515515007536736,0.2494401243775789,0.2507171774911007,0.8950586249543655
Tube Closure (GO:0060606),0.2385713219556938,0.2290351806121144,0.2849877597564428,0.2515515007536736,0.2494401243775789,0.2507171774911007,0.0030121965952118
Cardiac Muscle Cell Action Potential (GO:0086001),0.2385713219556938,0.2290351806121144,0.2849877597564428,0.2515515007536736,0.2494401243775789,0.2507171774911007,0.9999975905668662
Regulation Of Stem Cell Proliferation (GO:0072091),0.3533176080001682,0.0214390414730518,0.1526024935140886,0.3708872478318048,0.361988962271115,0.25204707061804565,0.2609540755246468
Positive Regulation Of Cellular Component Organization (GO:0051130),0.2444024045664082,0.3391190420995849,0.3034326393807197,0.2581517013110182,0.1152699321644254,0.25207514390443125,0.034866546718056
Cellular Response To Growth Factor Stimulus (GO:0071363),0.2372912587288045,0.2208116213521369,0.2970676199562382,0.2535523112426453,0.2522847672208826,0.2522015157001415,0.0008275465958390167
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),0.1836845266807454,0.1667230932092268,0.3395597904901375,0.2889898774170988,0.2827479762867305,0.2523410528167878,0.0080801443763565
Cell-Matrix Adhesion (GO:0007160),0.2397845312000918,0.2259301491855511,0.2970676199562382,0.2535523112426453,0.2522847672208826,0.2537238757610818,0.5964912597812216
Regulation Of Lamellipodium Morphogenesis (GO:2000392),0.2934764745203327,0.2854142451871109,0.3280254012974909,0.0671176676603954,0.2956520235018117,0.2539371624334283,0.0571225525901247
Actin Filament Depolymerization (GO:0030042),0.2934764745203327,0.2854142451871109,0.3280254012974909,0.0671176676603954,0.2956520235018117,0.2539371624334283,0.0571225525901247
Regulation Of Angiogenesis (GO:0045765),0.301627984685582,0.2860404108905612,0.2977846629861905,0.3240865960677411,0.0607032314833824,0.2540485772226914,0.0610421960754969
Intracellular Monoatomic Ion Homeostasis (GO:0006873),0.3804239450610489,0.3764723097513632,0.1985967402189534,0.1606512463295078,0.1562648933366677,0.2544818269395082,0.6297596396050384
Receptor-Mediated Endocytosis Of Virus By Host Cell (GO:0019065),0.2934764745203327,0.2854142451871109,0.3280254012974909,0.3024305494707234,0.0632147379530871,0.254512281685749,0.9999975905668662
Neuron Development (GO:0048666),0.2204224510178751,0.2014242634799015,0.2884144188976126,0.3244348193962048,0.2387555993283797,0.2546903104239947,0.2029085990296973
Artery Morphogenesis (GO:0048844),0.2444024045664082,0.239089226775571,0.2862545954313716,0.2535523112426453,0.2522847672208826,0.25511666104737574,0.0090555997564299
Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049),0.2444024045664082,0.239089226775571,0.2862545954313716,0.2535523112426453,0.2522847672208826,0.25511666104737574,0.0681461924783997
Positive Regulation Of Protein Catabolic Process In The Vacuole (GO:1904352),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.6717233541232421
Negative Regulation Of Actin Filament Depolymerization (GO:0030835),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.6717233541232421
Epithelial Tube Branching Involved In Lung Morphogenesis (GO:0060441),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.6717233541232421
Leukocyte Apoptotic Process (GO:0071887),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.9967595229812664
Basic Amino Acid Transport (GO:0015802),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.9967595229812664
Aromatic Compound Biosynthetic Process (GO:0019438),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.6717233541232421
L-ascorbic Acid Metabolic Process (GO:0019852),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.6717233541232421
Hexose Import Across Plasma Membrane (GO:0140271),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.9967595229812664
Regulation Of Monoatomic Anion Transport (GO:0044070),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.9967595229812664
Positive Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034767),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.9967595229812664
Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033634),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.9967595229812664
Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway (GO:0007191),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.9967595229812664
His-Purkinje System Development (GO:0003164),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.2609540755246468
Succinate Transport (GO:0015744),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.6717233541232421
Neutrophil Degranulation (GO:0043312),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.2609540755246468
Bradykinin Catabolic Process (GO:0010815),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.2609540755246468
Regulation Of T Cell Activation Via T Cell Receptor Contact With Antigen Bound To MHC Molecule On Antigen Presenting Cell (GO:2001188),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.9999975905668662
Ventricular Compact Myocardium Morphogenesis (GO:0003223),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.2609540755246468
Hydrogen Peroxide Biosynthetic Process (GO:0050665),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.9967595229812664
Regulation Of Extracellular Exosome Assembly (GO:1903551),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.2609540755246468
Regulation Of Hyaluronan Biosynthetic Process (GO:1900125),0.2444024045664082,0.2403900231712256,0.2849877597564428,0.2535523112426453,0.2522847672208826,0.2551234531915209,0.2609540755246468
Hydrogen Peroxide Catabolic Process (GO:0042744),0.1530977594657682,0.3764723097513632,0.1985967402189534,0.3989932410111697,0.1562648933366677,0.25668498875678447,0.9999975905668662
Glycolytic Process (GO:0006096),0.0583085279228286,0.2290351806121144,0.2849877597564428,0.2515515007536736,0.4596778645457556,0.256712166718163,0.2609540755246468
Regulation Of Monocyte Chemotaxis (GO:0090025),0.2008176394240745,0.1905712528633338,0.2515174681181039,0.2102218927698327,0.4319822475373674,0.25702210014254245,0.9999975905668662
Positive Regulation Of Cholesterol Transport (GO:0032376),0.2444024045664082,0.2403900231712256,0.2970676199562382,0.2535523112426453,0.2522847672208826,0.25753942523148,0.9255305536815992
Regulation Of Long-Term Synaptic Potentiation (GO:1900271),0.2444024045664082,0.2403900231712256,0.2970676199562382,0.2535523112426453,0.2522847672208826,0.25753942523148,0.9255305536815992
Positive Regulation Of Vasculature Development (GO:1904018),0.2204996062093911,0.2050745985396697,0.2849877597564428,0.345230349768481,0.2369506817584931,0.2585485992064956,0.0116838987985308
Neural Tube Closure (GO:0001843),0.2481752032161844,0.2403900231712256,0.2970676199562382,0.2589979257632418,0.2608084982336051,0.26108785406809903,0.0010909182457925
Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),0.2481752032161844,0.2403900231712256,0.2970676199562382,0.2589979257632418,0.2608084982336051,0.26108785406809903,0.0049175563632516
Transition Metal Ion Transport (GO:0000041),0.2481752032161844,0.2403900231712256,0.2970676199562382,0.2589979257632418,0.2608084982336051,0.26108785406809903,0.4147663271780651
Regulation Of Cholesterol Efflux (GO:0010874),0.2481752032161844,0.2403900231712256,0.2970676199562382,0.2589979257632418,0.2608084982336051,0.26108785406809903,0.7328613218342898
Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),0.3124029748213394,0.3032655752432774,0.3624815554531542,0.1693845035885838,0.1639702930339171,0.2623009804280544,0.0069034579616178
Negative Regulation Of Kinase Activity (GO:0033673),0.2203290247074932,0.2068200527102025,0.2849877597564428,0.2341168564868927,0.370111430380088,0.2632730248082239,0.0070191434928109
Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),0.2507107697696891,0.2403900231712256,0.3055897068361411,0.2633799057899627,0.2620675283378309,0.2644275867809699,0.0047176108645581
Protein Processing (GO:0016485),0.256840288036038,0.2403900231712256,0.3062119912998911,0.2633799057899627,0.2620675283378309,0.2657779473269896,0.3474922096880496
Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),0.2582045096571445,0.2491905321731405,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26598201918286335,0.2405493112549587
Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),0.2582045096571445,0.2491905321731405,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26598201918286335,0.0344133401002588
Positive Regulation Of Receptor Catabolic Process (GO:2000646),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.5554089925266257
Cellular Response To Hepatocyte Growth Factor Stimulus (GO:0035729),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.9999975905668662
Membrane Invagination (GO:0010324),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.5554089925266257
Cholesterol Catabolic Process (GO:0006707),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.9999975905668662
Gamma-Aminobutyric Acid Transport (GO:0015812),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.9999975905668662
Citrulline Metabolic Process (GO:0000052),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.5554089925266257
Autophagosome Membrane Docking (GO:0016240),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.2016054613384853
Gland Morphogenesis (GO:0022612),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.2016054613384853
Negative Regulation Of p38MAPK Cascade (GO:1903753),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.9999975905668662
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.8950586249543655
"Neurotransmitter Receptor Transport, Endosome To Postsynaptic Membrane (GO:0098887)",0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.8950586249543655
Glomerular Epithelial Cell Development (GO:0072310),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.8950586249543655
Ganglioside Catabolic Process (GO:0006689),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.8950586249543655
Sterol Catabolic Process (GO:0016127),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.9999975905668662
Response To Hepatocyte Growth Factor (GO:0035728),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.9999975905668662
Locomotor Rhythm (GO:0045475),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.2016054613384853
Intracellular Sequestering Of Iron Ion (GO:0006880),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.9999975905668662
Positive Regulation Of Steroid Metabolic Process (GO:0045940),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.9999975905668662
Positive Regulation Of Gliogenesis (GO:0014015),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.9999975905668662
Podocyte Development (GO:0072015),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.9999975905668662
Positive Regulation Of Triglyceride Catabolic Process (GO:0010898),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.2016054613384853
Pharyngeal Arch Artery Morphogenesis (GO:0061626),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.2016054613384853
Vascular Wound Healing (GO:0061042),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.2016054613384853
Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394),0.2582045096571445,0.2509922591865688,0.2970676199562382,0.2633799057899627,0.2620675283378309,0.26634236458554905,0.2016054613384853
Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092),0.2444024045664082,0.0633163962916399,0.2970676199562382,0.4765477788167958,0.2522847672208826,0.2667237933703929,0.2016054613384853
Apoptotic Mitochondrial Changes (GO:0008637),0.2582045096571445,0.2509922591865688,0.3062119912998911,0.2633799057899627,0.2620675283378309,0.26817123885427957,0.0269121979985888
Regulation Of Actin Filament Bundle Assembly (GO:0032231),0.2117642939233038,0.4273307770196135,0.2678154888710213,0.2208232440259357,0.2193436175729185,0.26941548428255857,0.2609540755246468
Regulation Of Plasminogen Activation (GO:0010755),0.1199420956177754,0.3484198153161668,0.3940728898357298,0.1248401022368889,0.361988962271115,0.2698527730555352,0.7005333496573494
Regulation Of Lamellipodium Organization (GO:1902743),0.3239065546993719,0.3162450046247478,0.3624815554531542,0.0148107807605883,0.333050562960416,0.2700988916996557,0.2499425415592895
Regulation Of Sodium Ion Transport (GO:0002028),0.2595953851285229,0.2509922591865688,0.3062119912998911,0.2693532407995654,0.2687411341192457,0.27097880210675884,0.4128037431867172
Cellular Response To Fatty Acid (GO:0071398),0.3533176080001682,0.11727357004473,0.1526024935140886,0.3708872478318048,0.361988962271115,0.2712139763323813,0.9999975905668662
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),0.2412639119723437,0.4160441779416939,0.2006945686476178,0.2535523112426453,0.2522847672208826,0.2727679474050367,1.7552445196062312e-10
Regulation Of Receptor Internalization (GO:0002090),0.2660063474102529,0.258035827341591,0.3065166744365166,0.272150762324842,0.270933788595159,0.2747286800216723,0.0833501817168386
Purine-Containing Compound Metabolic Process (GO:0072521),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.1485276808001292
Regulation Of Dopamine Receptor Signaling Pathway (GO:0060159),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.9999975905668662
Regulation Of Response To Wounding (GO:1903034),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.9999975905668662
Regulation Of Lymphocyte Apoptotic Process (GO:0070228),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.9999975905668662
Protein Localization To Cytoplasmic Stress Granule (GO:1903608),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.1485276808001292
Negative Regulation Of Amyloid-Beta Clearance (GO:1900222),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.9999975905668662
Cobalamin Metabolic Process (GO:0009235),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.1485276808001292
Establishment Of Centrosome Localization (GO:0051660),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.4368091315278222
Arginine Catabolic Process (GO:0006527),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.9999975905668662
Cell Migration Involved In Heart Development (GO:0060973),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.1485276808001292
Negative Regulation Of Macrophage Migration (GO:1905522),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.9999975905668662
Mammary Gland Epithelial Cell Differentiation (GO:0060644),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.7775950310171005
Establishment Of Golgi Localization (GO:0051683),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.4368091315278222
Axo-Dendritic Protein Transport (GO:0099640),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.4368091315278222
Melanin Biosynthetic Process (GO:0042438),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.9999975905668662
Positive Regulation Of Calcium Ion Import (GO:0090280),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.4368091315278222
Hepoxilin Metabolic Process (GO:0051121),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.9999975905668662
Neuron Projection Arborization (GO:0140058),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.7775950310171005
Regulation Of Extent Of Cell Growth (GO:0061387),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.1485276808001292
Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.1485276808001292
Plasma Membrane To Endosome Transport (GO:0048227),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.1485276808001292
Nucleobase-Containing Small Molecule Interconversion (GO:0015949),0.2660063474102529,0.2586020164658617,0.3062119912998911,0.272150762324842,0.270933788595159,0.27478098121920136,0.1485276808001292
