Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Positive Regulation Of p38MAPK Cascade (GO:1900745),0.2595600831008675,0.2524452778079997,0.4770533650991562,0.2673954929436152,0.2538462349429738,0.3020600907789225,0.6281550808436639
Protein Localization To Lysosome (GO:0061462),0.3336434186749776,0.335841226979833,0.3368233953297881,0.1730488132991758,0.3348575738957497,0.30284288563590483,0.0515352216018032
Positive Regulation Of Apoptotic Process (GO:0043065),0.3311259581052067,0.278450125642132,0.2762348986390144,0.2976214714945974,0.3318936341358293,0.3030652176033559,0.0081442704745092
Inorganic Cation Import Across Plasma Membrane (GO:0098659),0.3017959321683557,0.2983503506587516,0.3007060465545823,0.3143513274617876,0.301560075327366,0.30335274643416865,0.999997650764369
Positive Regulation Of Cytoplasmic Transport (GO:1903651),0.3510754058568104,0.1048310393330998,0.3564758601423278,0.3597650364249015,0.3534793352412759,0.3051253353996831,0.4384034216877984
Glutamine Family Amino Acid Biosynthetic Process (GO:0009084),0.3510754058568104,0.1048310393330998,0.3564758601423278,0.3597650364249015,0.3534793352412759,0.3051253353996831,0.725487854300617
"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",0.3031303295749353,0.2984029362717244,0.3059550069631941,0.3143513274617876,0.304780485729441,0.30532401720021646,0.0439003298665426
DNA Geometric Change (GO:0032392),0.3031303295749353,0.2984029362717244,0.3059550069631941,0.3143513274617876,0.304780485729441,0.30532401720021646,0.1035277117075682
Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743),0.3031303295749353,0.2984029362717244,0.3059550069631941,0.3143513274617876,0.304780485729441,0.30532401720021646,0.999997650764369
Artery Morphogenesis (GO:0048844),0.3031303295749353,0.2984029362717244,0.3059550069631941,0.3143513274617876,0.304780485729441,0.30532401720021646,0.0439003298665426
Positive Regulation Of Catabolic Process (GO:0009896),0.3311259581052067,0.1960842776928904,0.3360816398470901,0.3384763023959001,0.3318936341358293,0.3067323624353834,0.1954160318680499
Regulation Of Neuron Apoptotic Process (GO:0043523),0.3097323200318286,0.3048660683747633,0.3114144541701838,0.3164734382391654,0.3124065365701866,0.3109785634772256,0.1332500708462391
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),0.3406577985414298,0.343643898735836,0.3453131784157348,0.3500250239665342,0.1763407592131659,0.3111961317745401,0.4174047072942608
Neural Tube Closure (GO:0001843),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,3.298403677506064e-05
Regulation Of Systemic Arterial Blood Pressure By Renin-Angiotensin (GO:0003081),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Regulation Of Hemoglobin Biosynthetic Process (GO:0046984),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Regulation Of Histamine Secretion By Mast Cell (GO:1903593),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Podocyte Development (GO:0072015),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.9416463863950252
Positive Regulation Of Mitophagy (GO:1901526),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.9416463863950252
Receptor-Mediated Virion Attachment To Host Cell (GO:0046813),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.9416463863950252
Sterol Catabolic Process (GO:0016127),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.9416463863950252
Gamma-Aminobutyric Acid Transport (GO:0015812),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Regulation Of Long-Term Synaptic Potentiation (GO:1900271),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Inner Ear Receptor Cell Differentiation (GO:0060113),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Intracellular Sequestering Of Iron Ion (GO:0006880),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Positive Regulation Of Receptor Catabolic Process (GO:2000646),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Negative Regulation Of Plasminogen Activation (GO:0010757),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.9416463863950252
Positive Regulation Of Mononuclear Cell Migration (GO:0071677),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Negative Regulation Of p38MAPK Cascade (GO:1903753),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.9416463863950252
Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Positive Regulation Of Gliogenesis (GO:0014015),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Pharyngeal Arch Artery Morphogenesis (GO:0061626),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Peptidyl-Arginine Modification (GO:0018195),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Monoacylglycerol Biosynthetic Process (GO:0006640),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.9416463863950252
Cholesterol Catabolic Process (GO:0006707),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.9416463863950252
Actin Filament Polymerization (GO:0030041),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.166043050254707
Positive Regulation Of Steroid Metabolic Process (GO:0045940),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Response To Hepatocyte Growth Factor (GO:0035728),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Autophagosome Membrane Docking (GO:0016240),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Positive Regulation Of Triglyceride Catabolic Process (GO:0010898),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.0022944253172795
Negative Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.6183356884295064
Regulation Of Protein Localization To Cell Surface (GO:2000008),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2650138285737132
Regulation Of Viral Genome Replication (GO:0045069),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Amide Transport (GO:0042886),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.509859127253162
Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.6183356884295064
Citrulline Metabolic Process (GO:0000052),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.6183356884295064
Gland Morphogenesis (GO:0022612),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.6183356884295064
Histone H4-K12 Acetylation (GO:0043983),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.2429433504769355
Intracellular Triglyceride Homeostasis (GO:0035356),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.6183356884295064
Cellular Response To Hepatocyte Growth Factor Stimulus (GO:0035729),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.999997650764369
Membrane Invagination (GO:0010324),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.6183356884295064
Glomerular Epithelial Cell Development (GO:0072310),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.6183356884295064
Macrophage Derived Foam Cell Differentiation (GO:0010742),0.3097323200318286,0.3048660683747633,0.3134220033366379,0.3164734382391654,0.314198633850701,0.31173849276661925,0.6183356884295064
Regulation Of Wnt Signaling Pathway (GO:0030111),0.3100803109318387,0.3094056499390438,0.3134220033366379,0.3248384914540211,0.314198633850701,0.3143890179024485,0.0232457465529821
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),0.3100803109318387,0.3094056499390438,0.3134220033366379,0.3248384914540211,0.314198633850701,0.3143890179024485,0.0004531684809861503
Regulation Of Activated T Cell Proliferation (GO:0046006),0.3146240717422888,0.3119299497482877,0.3177399079306149,0.3256524236668166,0.3174891936690188,0.31748710935140534,0.999997650764369
Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628),0.3146240717422888,0.3119299497482877,0.3177399079306149,0.3256524236668166,0.3174891936690188,0.31748710935140534,0.6281550808436639
Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),0.3146240717422888,0.3119299497482877,0.3177399079306149,0.3256524236668166,0.3174891936690188,0.31748710935140534,0.3036022959723437
Positive Regulation Of Protein Dephosphorylation (GO:0035307),0.3146240717422888,0.3119299497482877,0.3177399079306149,0.3256524236668166,0.3174891936690188,0.31748710935140534,0.0224701469790198
Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),0.3146240717422888,0.3119299497482877,0.3177399079306149,0.3256524236668166,0.3174891936690188,0.31748710935140534,0.2074328447599278
Regulation Of Sprouting Angiogenesis (GO:1903670),0.3146240717422888,0.3119299497482877,0.3177399079306149,0.3256524236668166,0.3174891936690188,0.31748710935140534,0.3036022959723437
Regulation Of Actin Filament Organization (GO:0110053),0.3633042908534462,0.1125160471990569,0.3695993061716901,0.3751650133853411,0.3676673226251037,0.3176503960469276,0.999997650764369
Negative Regulation Of Inflammatory Response (GO:0050728),0.3203645250938564,0.3156967528255482,0.321112796012206,0.3275968847833002,0.3204677958411415,0.32104775091121046,0.999997650764369
Regulation Of Cellular Biosynthetic Process (GO:0031326),0.3203645250938564,0.3156967528255482,0.3236286287835228,0.3275968847833002,0.3204677958411415,0.3215509174654738,0.0473721274314578
Cellular Response To Hydrogen Peroxide (GO:0070301),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.2793450975095523
Aromatic Amino Acid Transport (GO:0015801),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.1856128765728314
Cell Migration Involved In Heart Development (GO:0060973),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.1856128765728314
Cobalamin Metabolic Process (GO:0009235),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.1856128765728314
Negative Regulation Of Peptidyl-Lysine Acetylation (GO:2000757),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.1856128765728314
Diacylglycerol Biosynthetic Process (GO:0006651),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.1856128765728314
Positive Regulation Of Leukocyte Differentiation (GO:1902107),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.1856128765728314
Protein Localization To Cytoplasmic Stress Granule (GO:1903608),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.1856128765728314
Regulation Of Extent Of Cell Growth (GO:0061387),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.1856128765728314
Cytochrome Complex Assembly (GO:0017004),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.1856128765728314
Regulation Of Microvillus Organization (GO:0032530),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.1856128765728314
Establishment Of Centrosome Localization (GO:0051660),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.4942179547713299
Protein Methylation (GO:0006479),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.6818530139724657
Coronary Vasculature Development (GO:0060976),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.4942179547713299
Establishment Of Golgi Localization (GO:0051683),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.4942179547713299
Foam Cell Differentiation (GO:0090077),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.4942179547713299
Nucleobase-Containing Small Molecule Interconversion (GO:0015949),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.4942179547713299
Protein Localization To Nucleolus (GO:1902570),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.4942179547713299
Protein Retention In ER Lumen (GO:0006621),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.4942179547713299
Purine-Containing Compound Metabolic Process (GO:0072521),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.4942179547713299
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.992466519249961
Negative Regulation Of Macrophage Migration (GO:1905522),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.999997650764369
Melanin Biosynthetic Process (GO:0042438),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.999997650764369
Hepoxilin Metabolic Process (GO:0051121),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.999997650764369
Hepoxilin Biosynthetic Process (GO:0051122),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.999997650764369
Lipoxygenase Pathway (GO:0019372),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.999997650764369
Negative Regulation Of Cell Adhesion (GO:0007162),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.0347940515123887
Regulation Of Apoptotic Cell Clearance (GO:2000425),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.999997650764369
Superoxide Metabolic Process (GO:0006801),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.999997650764369
ATP Metabolic Process (GO:0046034),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.4024732718662488
ADP Transport (GO:0015866),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.4942179547713299
Arginine Catabolic Process (GO:0006527),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Regulation Of Sodium Ion Transport (GO:0002028),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.3561868189788333
Thyroid Hormone Transport (GO:0070327),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Postsynapse Organization (GO:0099173),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Positive Regulation Of Plasminogen Activation (GO:0010756),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.999997650764369
Regulation Of Transforming Growth Factor Beta Activation (GO:1901388),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.999997650764369
Positive Regulation Of Membrane Potential (GO:0045838),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Regulation Of Mitophagy (GO:1901524),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Neuron Projection Arborization (GO:0140058),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Negative Regulation Of Amyloid-Beta Clearance (GO:1900222),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Hair Cell Differentiation (GO:0035315),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Folic Acid Transport (GO:0015884),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Fatty Acid Alpha-Oxidation (GO:0001561),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Response To Hydroperoxide (GO:0033194),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3275968847833002,0.3204677958411415,0.3216357604433339,0.8353557600734015
Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),0.3203645250938564,0.3156967528255482,0.3240528436728234,0.3292113443261971,0.3204677958411415,0.3219586523519133,6.31732890258834e-05
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),0.280009183739107,0.2759783758039866,0.2816577444962434,0.2905130946724333,0.491085200260112,0.32384871979437646,0.999997650764369
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),0.3227925800115077,0.3228473596534529,0.3240528436728234,0.3324058610529223,0.3227529721291516,0.3249703233039716,4.775461766903055e-10
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.8579644876705906
Basic Amino Acid Transmembrane Transport (GO:1990822),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.725487854300617
Positive Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000049),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.725487854300617
Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.725487854300617
Regulation Of Macromolecule Metabolic Process (GO:0060255),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.9416463863950252
Positive Regulation Of Mast Cell Degranulation (GO:0043306),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.725487854300617
Regulation Of Lysosomal Protein Catabolic Process (GO:1905165),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.725487854300617
Vitamin K Metabolic Process (GO:0042373),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.725487854300617
Manganese Ion Transport (GO:0006828),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.725487854300617
Actin Filament Network Formation (GO:0051639),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.725487854300617
Sequestering Of Actin Monomers (GO:0042989),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
AMP Biosynthetic Process (GO:0006167),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.725487854300617
Response To Vitamin (GO:0033273),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Protein Processing (GO:0016485),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3539831824314303
Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.362947879357929
Astral Microtubule Organization (GO:0030953),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3897194278487833
"Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)",0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3897194278487833
Isoprenoid Metabolic Process (GO:0006720),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3897194278487833
Maintenance Of Apical/Basal Cell Polarity (GO:0035090),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3897194278487833
Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045199),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3897194278487833
Negative Regulation Of Alpha-Beta T Cell Differentiation (GO:0046639),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3897194278487833
L-arginine Transmembrane Transport (GO:1903826),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.725487854300617
Positive Regulation Of Sequestering Of Triglyceride (GO:0010890),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3897194278487833
Regulation Of Sterol Biosynthetic Process (GO:0106118),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3897194278487833
Sphingosine-1-Phosphate Receptor Signaling Pathway (GO:0003376),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3897194278487833
Response To cAMP (GO:0051591),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Response To Leptin (GO:0044321),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.992466519249961
Negative Regulation Of Glycoprotein Biosynthetic Process (GO:0010561),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.992466519249961
Alcohol Catabolic Process (GO:0046164),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.992466519249961
Unsaturated Fatty Acid Biosynthetic Process (GO:0006636),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.5715154618493735
Import Into Cell (GO:0098657),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.6732021366715905
Regulation Of Mitotic Centrosome Separation (GO:0046602),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.3897194278487833
Negative Regulation Of Endothelial Cell Migration (GO:0010596),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.5715154618493735
Nucleic Acid Transport (GO:0050657),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Response To Vitamin D (GO:0033280),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Glycerol Transmembrane Transport (GO:0015793),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Glucosamine-Containing Compound Catabolic Process (GO:1901072),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
Positive Regulation Of Respiratory Burst (GO:0060267),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
DNA Topological Change (GO:0006265),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.1364095267627693
Endosome To Melanosome Transport (GO:0035646),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.1364095267627693
Acid Secretion (GO:0046717),0.3243689074424234,0.3249209307370466,0.327858877104301,0.3324058610529223,0.3240568809756234,0.32672229146246334,0.999997650764369
